artist,title,id,H_or_N,cluster
Sebastian Ingrosso,Reload - Radio Edit,spotify:track:5jyUBKpmaH670zrXrE0wmO,N,2
Capital Cities,Safe And Sound,spotify:track:6Z8R6UsFuGXGtiIxiD8ISb,N,4
Demi Lovato,Heart Attack,spotify:track:1V6gIisPpYqgFeWbMLI0bA,N,0
Arctic Monkeys,Why'd You Only Call Me When You're High?,spotify:track:1VUcb7Ik5bYw0SzXBH9rLr,N,0
Justin Bieber,Beauty And A Beat,spotify:track:6QFCMUUq1T2Vf5sFUXcuQ7,N,4
Eminem,The Monster,spotify:track:48RrDBpOSSl1aLVCalGl5C,N,4
Pitbull,Don't Stop the Party (feat. TJR),spotify:track:3Tu7uWBecS6GsLsL8UONKn,N,0
Selena Gomez,Come & Get It,spotify:track:6LoQHIo74tOzQ8EsLEkhgF,N,2
P!nk,True Love (feat. Lily Allen),spotify:track:1QNqrsNQ1JVLEwncov3lEY,N,1
Disclosure,White Noise,spotify:track:65rkHetZXO6DQmBh3C2YtW,N,5
Flo Rida,I Cry,spotify:track:4bZd0nRuX8HyjeXAUBczvm,N,0
Kanye West,Black Skinhead,spotify:track:722tgOgdIbNe3BEyLnejw4,N,1
Lana Del Rey,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,spotify:track:6PUIzlqotEmPuBfjbwYWOB,N,4
Eminem,Berzerk,spotify:track:6Xk7PnitV9jCRorWt2LiVZ,N,1
Icona Pop,I Love It (feat. Charli XCX),spotify:track:6HZ9VeI5IRFCNQLXhpF4bq,N,2
Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),spotify:track:2E43WFS4rRc09za2r2GmZl,N,0
Lorde,Team,spotify:track:3G6hD9B2ZHOsgf4WfNu7X1,N,2
Avicii,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,spotify:track:591nHHHzZl1NLt9PMKpinM,N,0
Imagine Dragons,Demons,spotify:track:3LlAyCYU26dvFZBDUIMb7a,N,4
One Direction,One Way or Another (Teenage Kicks),spotify:track:3jZomvOBa5qfTo5HkqI1p5,N,0
Taylor Swift,I Knew You Were Trouble.,spotify:track:6FB3v4YcR57y4tXFcdxI1E,N,4
Arctic Monkeys,Do I Wanna Know?,spotify:track:5zDoSmh06F7kjXGIHFhQzh,N,0
Rudimental,Waiting All Night (feat. Ella Eyre),spotify:track:0g4qRoQ3Bh6puFzBA7fH3S,N,0
Klangkarussell,Sonnentanz - Sun Don't Shine,spotify:track:5NKfB21hWeirObQjEN44x1,N,4
Calvin Harris,Drinking from the Bottle (feat. Tinie Tempah),spotify:track:1oHxIPqJyvAYHy0PVrDU98,N,2
A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",spotify:track:4YrjZevxaTDyPwpczPP1Sw,N,3
P!nk,Try,spotify:track:2hns6Dv29Yrg68AVTJiAyA,N,2
Ylvis,The Fox (What Does the Fox Say?),spotify:track:5HOpkTTVcmZHnthgyxrIL8,N,2
Ellie Goulding,Burn,spotify:track:5lF0pHbsJ0QqyIrLweHJPW,N,4
Baauer,Harlem Shake,spotify:track:3cFHCXuBZKMJd8Q4Wt8RB3,N,1
Calvin Harris,I Need Your Love (feat. Ellie Goulding),spotify:track:05SBRd4fXgn8FX7bf8BCAE,N,2
Katy Perry,This Is How We Do,spotify:track:7GCElX2eJA5t0AFWw3WzKn,N,2
AWOLNATION,Sail,spotify:track:7ueP5u2qkdZbIPN2YA6LR0,N,3
Duke Dumont,Need U (100%) [feat. A*M*E] - Radio Edit,spotify:track:5zdkUzguZYAfBH9fnWn3Zl,N,0
Jason Derulo,The Other Side,spotify:track:5FljCWR0cys07PQ9277GTz,N,2
Storm Queen,Look Right Through - MK Vocal Edit,spotify:track:1rjqA5A929xIcko5FCgOyN,N,4
Calvin Harris,Sweet Nothing (feat. Florence Welch),spotify:track:35Zv0HFPaXFfkZg32R84OH,N,0
Katy Perry,Unconditionally,spotify:track:009ImBOrIUlWgla8U05RAC,N,2
Wale,Bad (feat. Rihanna) - Remix,spotify:track:5yhKaacMZGRo4s6evJx9vk,N,2
Ciara,Body Party,spotify:track:0rFZaQ4crlGAzuCjWCQ2xu,N,0
Drake,Started From the Bottom,spotify:track:5DI9jxTHrEiFAhStG7VA8E,N,1
Birdy,Wings,spotify:track:1D4XFKolp63mNqqMXJJL1V,N,2
Bastille,Of The Night,spotify:track:7BNDyzwDboNRR2wmd7GSew,N,4
Olly Murs,Dear Darlin',spotify:track:6s8nHXTJVqFjXE4yVZPDHR,N,4
Katy Perry,Roar,spotify:track:27tNWlhdAryQY04Gb2ZhUI,N,0
Blake Shelton,Sure Be Cool If You Did,spotify:track:5yIiXdLRE85OBiQmCaUenq,N,2
Calvin Harris,Thinking About You (feat. Ayah Marar),spotify:track:2JRdqI1CjitkrJTRBSd1jU,N,4
JAY-Z,Holy Grail,spotify:track:37jTPJgwCCmIGMPB45jrPV,N,4
Bridgit Mendler,Ready or Not,spotify:track:5xvUgoVED1F4mBu8FL0HaW,N,4
The Saturdays,What About Us,spotify:track:4Hsn8y4PcSU6bm9bLB1gwy,N,2
Bastille,Pompeii,spotify:track:3gbBpTdY8lnQwqxNCcf795,N,2
One Direction,Best Song Ever,spotify:track:5T7ZFtCcOgkpjxcuaeZbw0,N,4
Nelly,Hey Porsche,spotify:track:0WMgVB4OEm5JEj08lBtBgf,N,1
Zedd,Clarity,spotify:track:60wwxj6Dd9NJlirf84wr2c,N,2
Miley Cyrus,Wrecking Ball,spotify:track:2vwlzO0Qp8kfEtzTsCXfyE,N,5
Chris Brown,Fine China,spotify:track:0yz2J4wsXFCjMjpJ6A74yV,N,2
Daft Punk,Lose Yourself to Dance (feat. Pharrell Williams),spotify:track:5CMjjywI0eZMixPeqNd75R,N,2
Armin van Buuren,This Is What It Feels Like,spotify:track:5GjnIpUlLGEIYk052ISOw9,N,2
Justin Timberlake,Mirrors,spotify:track:4rHZZAmHpZrA3iH5zx8frV,N,5
Bruno Mars,Treasure,spotify:track:55h7vJchibLdUkxdlX3fK7,N,2
Of Monsters and Men,Little Talks,spotify:track:2ihCaVdNZmnHZWt0fvAM7B,N,4
Miley Cyrus,We Can't Stop,spotify:track:2y4lAQpi5VTNLu2ldeTdUH,N,4
J. Cole,Power Trip (feat. Miguel),spotify:track:7kFWoXJ3u2ydgkxfcVRmOC,N,1
Paramore,Still into You,spotify:track:1yjY7rpaAQvKwpdUliHx0d,N,4
Christina Perri,human,spotify:track:1x80xTzSL7pok3M5JC3oJz,N,2
Drake,"Hold On, We're Going Home",spotify:track:2aSC2xhRxOLiiZZVjhbylH,N,2
James Blunt,Bonfire Heart,spotify:track:0vg4WnUWvze6pBOJDTq99k,N,5
Maroon 5,Daylight,spotify:track:6TwfdLbaxTKzQi3AgsZNzx,N,4
Childish Gambino,3005,spotify:track:0zo4aX57COch7Wh3NRImTM,N,4
Avril Lavigne,Here's to Never Growing Up,spotify:track:0qwcGscxUHGZTgq0zcaqk1,N,0
Taylor Swift,22,spotify:track:3yII7UwgLF6K5zW3xad3MP,N,2
Passenger,Let Her Go,spotify:track:1KxwZYyzWNyZSRyErj2ojT,N,5
Ariana Grande,The Way,spotify:track:06EL94D0TA27Ik0Ke5usbj,N,4
Rihanna,Stay,spotify:track:3GojFGaKcNoeCjIRdqXv1B,N,3
Justin Timberlake,Suit & Tie (feat. Jay-Z),spotify:track:0O45fw2L5vsWpdsOdXwNAR,N,2
Bruno Mars,When I Was Your Man,spotify:track:0nJW01T7XtvILxQgC5J7Wh,N,5
Florida Georgia Line,Cruise,spotify:track:0i5el041vd6nxrGEU8QRxy,N,2
Pharrell Williams,"Happy - From ""Despicable Me 2""",spotify:track:60nZcImufyMA1MKQY3dcCH,N,2
Katy Perry,Dark Horse,spotify:track:4jbmgIyjGoXjY01XxatOx6,N,2
ScHoolboy Q,Collard Greens,spotify:track:5SsR3wtCOafDmZgvIdRhSm,N,4
Iggy Azalea,Fancy,spotify:track:3oiMJQAWVaxSubJ7b2VUtX,N,2
Maroon 5,Animals,spotify:track:2bL2gyO6kBdLkNSkxXNh6x,N,0
Sam Smith,Stay With Me,spotify:track:5Nm9ERjJZ5oyfXZTECKmRt,N,5
MAGIC!,Rude,spotify:track:6RtPijgfPKROxEzTHNRiDp,N,4
Sia,Chandelier,spotify:track:2s1sdSqGcKxpPr5lCl7jAV,N,4
John Legend,All of Me,spotify:track:3U4isOIWM3VvDubwSI3y7a,N,5
ZHU,Faded,spotify:track:2GQEM9JuHu30sGFvRYeCxz,N,2
Meghan Trainor,All About That Bass,spotify:track:5jE48hhRu8E6zBDPRSkEq7,N,2
David Guetta,Lovers on the Sun (feat. Sam Martin),spotify:track:3G6LE4GWVvVlJ6wybCdb75,N,0
Iggy Azalea,Black Widow,spotify:track:7pNC5ZIKtwUK0ReSpM3P9f,N,2
Tove Lo,Habits (Stay High),spotify:track:14OxJlLdcHNpgsm4DRwDOB,N,2
Oliver Heldens,Gecko (Overdrive) - Radio Edit,spotify:track:483XiZ5o13Cc1zoWV7jGml,N,4
DJ Snake,You Know You Like It,spotify:track:57kR5SniQIbsbVoIjjOUDa,N,0
Jason Derulo,Talk Dirty (feat. 2 Chainz),spotify:track:6g6A7qNhTfUgOSH7ROOxTD,N,1
Maroon 5,Maps,spotify:track:4gbVRS8gloEluzf0GzDOFc,N,4
David Guetta,Bad (feat. Vassy) - Radio Edit,spotify:track:06dT0EYXrhRQV1MsvWhNGv,N,0
Tinashe,2 On (feat. ScHoolboy Q),spotify:track:7D8aQaRzoi9Qzz5yerVK5b,N,4
Route 94,My Love (feat. Jess Glynne),spotify:track:4N1MFKjziFHH4IS3RYYUrU,N,3
Taylor Swift,Bad Blood,spotify:track:6qAcApH8obo8eqatCKUHd9,N,4
Trey Songz,Na Na,spotify:track:5maiP9UMnTSgoxPX8X3bdz,N,5
Calvin Harris,Under Control (feat. Hurts),spotify:track:4J7CKHCF3mdL4diUsmW8lq,N,2
O.T. Genasis,CoCo,spotify:track:2JI71GHwq2LN8mtq3iCLYo,N,2
Jason Derulo,Wiggle (feat. Snoop Dogg),spotify:track:2sLwPnIP3CUVmIuHranJZU,N,1
Lilly Wood and The Prick,Prayer in C - Robin Schulz Radio Edit,spotify:track:5fnA9mkIfScSqHIpeDyvck,N,0
Jeremih,Don't Tell 'Em,spotify:track:0Dc7J9VPV4eOInoxUiZrsL,N,4
Nicki Minaj,Anaconda,spotify:track:794F99D5BQHS5ZGRXAs7I5,N,1
Calvin Harris,Blame (feat. John Newman),spotify:track:07nH4ifBxUB4lZcsf44Brn,N,0
DJ Snake,Turn Down for What,spotify:track:67awxiNHNyjMXhVgsHuIrs,N,4
Pitbull,Timber (feat. Ke$ha),spotify:track:3cHyrEgdyYRjgJKSOiOtcS,N,2
OneRepublic,Counting Stars,spotify:track:2tpWsVSb9UEmDRxAl1zhX1,N,4
Bobby Shmurda,Hot N*gga,spotify:track:19gEmPjfqSZT0ulDRfjl0m,N,1
Calvin Harris,Summer,spotify:track:6YUTL4dYpB9xZO5qExPf05,N,4
ScHoolboy Q,Man Of The Year,spotify:track:5SsR3wtCOafDmZgvIdRhSm,N,4
Nico & Vinz,Am I Wrong,spotify:track:1fidCEsYlaVE3pHwKCvpFZ,N,0
Becky G,Shower,spotify:track:3DmW6y7wTEYHJZlLo1r6XJ,N,4
Sigma,Nobody To Love - Radio Edit,spotify:track:5dzHlLBWdxdQySpvZLHcu9,N,2
The Chainsmokers,#SELFIE - Original Mix,spotify:track:1HOlb9rdNOmy9b1Fakicjo,N,1
Lorde,Team,spotify:track:3G6hD9B2ZHOsgf4WfNu7X1,N,2
Rixton,Me And My Broken Heart,spotify:track:1oew3nFNY3vMacJAsvry0S,N,4
Klingande,Jubel - Radio Edit,spotify:track:1sQ6MIoJOmqBhwomBBLE9g,N,4
Mr. Probz,Waves - Robin Schulz Radio Edit,spotify:track:1HFfMOxCAT4GAwaPfCdmUs,N,2
Paloma Faith,Only Love Can Hurt Like This,spotify:track:62ke5zFUJN6RvtXZgVH0F8,N,0
Kiesza,Hideaway,spotify:track:0c6xIDDpzE81m2q797ordA,N,2
Ellie Goulding,Burn,spotify:track:5lF0pHbsJ0QqyIrLweHJPW,N,4
Ariana Grande,Break Free,spotify:track:12KUFSHFgT0XCoiSlvdQi4,N,2
Kid Ink,Show Me (feat. Chris Brown),spotify:track:4q6dqyGM25sKFU8nYAGRe4,N,2
Tove Lo,Talking Body,spotify:track:2tpfxAXiI52znho4WE3XFA,N,4
Chris Brown,Loyal (feat. Lil Wayne & Tyga),spotify:track:5BrTUo0xP1wKXLJWUaGFtk,N,2
OneRepublic,Love Runs Out,spotify:track:5BJSZocnCeSNeYMj3iVqM7,N,2
Olly Murs,Up (feat. Demi Lovato),spotify:track:1RidHM9BC4M8DpfSQ6YLJh,N,2
Peking Duk,High (feat. Nicole Millar),spotify:track:40PYeQjt149YOfq6H20vmd,N,4
Milky Chance,Stolen Dance,spotify:track:0ZfByLXCeKchuj7zi1CJ0S,N,5
Ed Sheeran,Don't,spotify:track:6gTJaPuj8DT8RjuDJyBgzP,N,0
Ariana Grande,Love Me Harder,spotify:track:5J4ZkQpzMUFojo1CtAZYpn,N,4
Enrique Iglesias,Bailando - Spanish Version,spotify:track:32lm3769IRfcnrQV11LO4E,N,2
Avicii,Hey Brother,spotify:track:4lhqb6JvbHId48OUJGwymk,N,2
Jessie J,Bang Bang,spotify:track:0puf9yIluy9W0vpMEUoAnN,N,0
Duke Dumont,I Got U,spotify:track:69gQgkobVW8bWjoCjBYQUd,N,2
Gorgon City,Ready For Your Love,spotify:track:5wGLQvq6JoxYZX7V3ymPS5,N,0
Taylor Swift,Style,spotify:track:6AwzJhjqEFfl3Sm9OHFSnk,N,3
MKTO,Classic,spotify:track:6FE2iI43OZnszFLuLtvvmg,N,4
Disclosure,Latch,spotify:track:1DunhgeZSEgWiIYbHqXl0c,N,4
Ariana Grande,Problem,spotify:track:7vS3Y0IKjde7Xg85LWIEdP,N,4
Charli XCX,Boom Clap,spotify:track:0Y1MWB026LYxGvhq4EcMiC,N,4
One Direction,Steal My Girl,spotify:track:4agp6oHofabdUedr0B1krj,N,1
Tiësto,Red Lights,spotify:track:5L2l7mI8J1USMzhsmdjat9,N,2
Selena Gomez,The Heart Wants What It Wants,spotify:track:6wJwkMo278iWVlWl1XQ4WA,N,2
Rita Ora,I Will Never Let You Down,spotify:track:4z28iMiVbMlWYZhngR88vW,N,4
5 Seconds of Summer,She Looks So Perfect,spotify:track:1gugDOSMREb34Xo0c1PlxM,N,0
The Script,Superheroes,spotify:track:37sINbJZcFdHFAsVNsPq1i,N,4
Taylor Swift,Shake It Off,spotify:track:5xTtaWoae3wi06K5WfVUUH,N,2
One Direction,Night Changes,spotify:track:5O2P9iiztwhomNh8xkR9lJ,N,5
Ed Sheeran,Sing,spotify:track:6K8qKeWo5MsFED7wCR6Kop,N,2
Alesso,Heroes (we could be),spotify:track:3zU9rdflI65tK4dkkNSp77,N,0
Tiësto,Wasted,spotify:track:7m3povhdMDLZwuEKak0l0n,N,4
G.R.L.,Ugly Heart,spotify:track:3qqho4PnTn3zlMPBzWhFFD,N,2
Coldplay,A Sky Full of Stars,spotify:track:0FDzzruyVECATHXKHFs9eJ,N,2
Clean Bandit,Rather Be (feat. Jess Glynne),spotify:track:3s4U7OHV7gnj42VV72eSZ6,N,2
Zedd,Stay The Night - Featuring Hayley Williams Of Paramore,spotify:track:2QtJA4gbwe1AcanB2p21aP,N,2
Sia,Elastic Heart,spotify:track:5S9lfZu1YF8xKkgSsqL2Bd,N,2
One Direction,Story of My Life,spotify:track:4nVBt6MZDDP6tRVdQTgxJg,N,4
Alex & Sierra,Little Do You Know,spotify:track:3DS4GbakbxdL45yiXxNnni,N,5
Omarion,Post to Be (feat. Chris Brown & Jhene Aiko),spotify:track:0fgZUSa7D7aVvv3GfO0A1n,N,2
Echosmith,Cool Kids,spotify:track:13P5rwmk2EsoFRIz9UCeh9,N,2
Natalie La Rose,Somebody,spotify:track:7ioiB40H9xKs04QtIso2I3,N,4
Vance Joy,Riptide,spotify:track:3JvrhDOgAt6p7K8mDyZwRd,N,4
Beyoncé,Drunk in Love (feat. Jay-Z),spotify:track:6jG2YzhxptolDzLHTGLt7S,N,4
Maroon 5,Sugar,spotify:track:2iuZJX9X9P0GKaE93xcPjk,N,4
Ella Henderson,Ghost,spotify:track:4z7gh3aIZV9arbL9jJSc5J,N,2
Ed Sheeran,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",spotify:track:3Ycd1dFYbICkBHEtfpw5JB,N,5
Chris Brown,New Flame (feat. Usher & Rick Ross),spotify:track:3fBbfrWZUuWWrMQXFISr7N,N,4
Sheppard,Geronimo,spotify:track:19cL3SOKpwnwoKkII7U3Wh,N,2
Olly Murs,Wrapped Up (feat. Travie McCoy),spotify:track:39lS97papXAI72StGRtZBo,N,4
Sam Smith,Money On My Mind,spotify:track:1p0jBDjxORjYNJyAphBRpE,N,2
Jason Derulo,Trumpets,spotify:track:5KONnBIQ9LqCxyeSPin26k,N,1
Nicki Minaj,Bed Of Lies,spotify:track:3l0JXqwhDxkRSGwcMvlVRC,N,2
Nick Jonas,Jealous - Remix,spotify:track:5NQJnRpJHRaupdegphntQT,N,0
Mark Ronson,Uptown Funk (feat. Bruno Mars),spotify:track:32OlwWuMpZ6b0aN2RZOeMS,N,4
Ed Sheeran,Thinking out Loud,spotify:track:34gCuhDGsG4bRPIf9bb02f,N,5
Wiz Khalifa,See You Again (feat. Charlie Puth),spotify:track:2JzZzZUQj3Qff7wapcbKjc,N,5
Justin Bieber,What Do You Mean?,spotify:track:5YNf9s8WE3iF33YaFNrgpa,N,5
Major Lazer,Lean On (feat. MØ & DJ Snake),spotify:track:01aTsQoKoeXofSTvKuunzv,N,0
The Weeknd,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",spotify:track:4frLb7nWtsz2ymBE6k2GRP,N,5
Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",spotify:track:3zHq9ouUJQFQRf3cm1rRLu,N,2
Calvin Harris,Outside (feat. Ellie Goulding),spotify:track:7MmG8p0F9N3C4AXdK6o6Eb,N,4
David Guetta,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",spotify:track:5b2bu6yyATC1zMXDGScJ2d,N,2
Demi Lovato,Cool for the Summer,spotify:track:3uwnnTQcHM1rDqSfA4gQNz,N,4
Taylor Swift,Blank Space,spotify:track:1p80LdxRV74UKvL8gnD7ky,N,4
The Weeknd,The Hills,spotify:track:7fBv7CLKzipRk6EC6TWHOB,N,4
The Neighbourhood,Daddy Issues,spotify:track:5E30LdtzQTGqRvNd7l6kG5,N,2
Deorro,Five More Hours,spotify:track:3MOECVkNshqHYTPt5DZcdN,N,0
Avicii,The Nights,spotify:track:0ct6r3EGTcMLPtrXHDvVjc,N,0
DJ Snake,You Know You Like It,spotify:track:57kR5SniQIbsbVoIjjOUDa,N,0
Adam Lambert,Ghost Town,spotify:track:44aN5xKL3kGHvQ5bXVk6B8,N,4
Rae Sremmurd,No Type,spotify:track:4scpF6J5uMBvoh6sFB7EL1,N,1
Taylor Swift,Bad Blood,spotify:track:6qAcApH8obo8eqatCKUHd9,N,4
Flo Rida,GDFR (feat. Sage the Gemini & Lookas),spotify:track:26rdOwwjC2UnweK3xeS58u,N,2
Robin Schulz,Sugar (feat. Francesco Yates),spotify:track:5tf1VVWniHgryyumXyJM7w,N,4
Calvin Harris,How Deep Is Your Love,spotify:track:22mek4IiqubGD9ctzxc69s,N,0
Philip George,Wish You Were Mine - Radio Edit,spotify:track:0PUYXBW2JVz4j3tmE74tZl,N,2
Trey Songz,Na Na,spotify:track:5maiP9UMnTSgoxPX8X3bdz,N,5
Fall Out Boy,Centuries,spotify:track:04aAxqtGp5pv12UXAg4pkq,N,4
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),spotify:track:5uDASfU19gDxSjW8cnCaBp,N,1
Lost Frequencies,Are You With Me - Radio Edit,spotify:track:2glGP8kEfACgJdZ86kWxhN,N,2
Twenty One Pilots,Stressed Out,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,N,4
Fifth Harmony,Worth It (feat. Kid Ink),spotify:track:41Fflg7qHiVOD6dEPvsCzO,N,2
KALEO,Way down We Go,spotify:track:0y1QJc3SJVPKJ1OvFmFqe6,N,5
Sam Smith,Like I Can,spotify:track:2TeLIzFBe3hxkPR5FIQZut,N,2
Major Lazer,Light It Up (feat. Nyla & Fuse ODG) - Remix,spotify:track:1qFSPn37zEeCyRiVpkW9dt,N,2
Martin Solveig,Intoxicated - New Radio Mix,spotify:track:0dbQ4h3cs8QE5fOPMYdDrX,N,4
Avicii,Waiting For Love,spotify:track:2P4OICZRVAQcYAV2JReRfj,N,2
Felix Jaehn,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),spotify:track:3c8iiZGfEammKJuWTErE5x,N,5
Taylor Swift,Wildest Dreams,spotify:track:1K39ty6o1sHwwlZwO6a7wK,N,2
The Weeknd,In The Night,spotify:track:25KybV9BOUlvcnv7nN3Pyo,N,2
Pitbull,Time of Our Lives,spotify:track:2bJvI42r8EF3wxjOuDav4r,N,0
Galantis,Runaway (U & I),spotify:track:46lFttIf5hnUZMGvjK0Wxo,N,4
Rihanna,Bitch Better Have My Money,spotify:track:0NTMtAO2BV4tnGvw9EgBVq,N,4
Zara Larsson,Lush Life,spotify:track:1rIKgCH4H52lrvDcz50hS8,N,2
One Direction,Drag Me Down,spotify:track:3jiccoy5e5npYDj8yVr5g1,N,0
Travis Scott,Antidote,spotify:track:1wHZx0LgzFHyeIZkUydNXq,N,4
Years & Years,King,spotify:track:5Z3zRrMIJk7CVpfcLsM9wD,N,0
Demi Lovato,Confident,spotify:track:3DXXKDbbZKyAZfNb96ST3q,N,4
Lemaitre,Closer,spotify:track:6LJ2mIZFDUatrYCfcA5Ql7,N,4
Selena Gomez,Same Old Love,spotify:track:1BZG99C7Co1r6QUC3zaS59,N,2
Pia Mia,Do It Again,spotify:track:72Bz4ciRZPBcVSw0nrZDHi,N,2
Flo Rida,My House,spotify:track:6Knv6wdA0luoMUuuoYi2i1,N,2
Silentó,Watch Me (Whip / Nae Nae),spotify:track:5RIVoVdkDLEygELLCniZFr,N,2
Chris Brown,Ayo,spotify:track:0k6DnZMLoEUH8NGD5zh2SE,N,2
The Strumbellas,Spirits,spotify:track:1VyiUi0mRnSKgtHa5dBoUd,N,4
Fetty Wap,Trap Queen,spotify:track:2d8JP84HNLKhmd6IYOoupQ,N,0
Tove Lo,Talking Body,spotify:track:2tpfxAXiI52znho4WE3XFA,N,4
Beyoncé,7/11,spotify:track:02M6vucOvmRfMxTXDUwRXu,N,2
Lana Del Rey,High By The Beach,spotify:track:7g3htkaLz4ETFn0cifwM3y,N,5
Zara Larsson,Never Forget You,spotify:track:3xxmjMvJsSR3L7mUOxP9QA,N,2
Jeremih,oui,spotify:track:0PJIbOdMs3bd5AT8liULMQ,N,4
Drake,Hotline Bling,spotify:track:0WFryfbNKPXVtVQlz5dZ8H,N,3
Selena Gomez,Kill Em With Kindness,spotify:track:1QNoKVgA758HFLu3TW2q7R,N,2
Birdy,Let It All Go,spotify:track:5MzXUNfn8AAcz4Z6j2KgTK,N,5
Fetty Wap,679 (feat. Remy Boyz),spotify:track:5NQbUaeTEOGdD6hHcre0dZ,N,0
Ariana Grande,Love Me Harder,spotify:track:5J4ZkQpzMUFojo1CtAZYpn,N,4
The Weeknd,Can't Feel My Face,spotify:track:22VdIZQfgXJea34mQxlt81,N,2
SAYGRACE,You Don't Own Me (feat. G-Eazy),spotify:track:2CpH1L4CUR47RARB3PgY1l,N,2
X Ambassadors,Renegades,spotify:track:0fYVliAYKHuPmECRs1pbRf,N,4
R. City,Locked Away (feat. Adam Levine),spotify:track:7x5xYW5W42OGPAdHUyyguy,N,4
Kygo,Stole the Show,spotify:track:4YsIhDNpTwwgucD5jQdil4,N,3
Tame Impala,The Less I Know The Better,spotify:track:6K4t31amVTZDgR3sKmwUJJ,N,4
Selena Gomez,Good For You,spotify:track:578Eooad7oUyn4stovZiPg,N,4
Fetty Wap,My Way (feat. Monty),spotify:track:1WoOzgvz6CgH4pX6a1RKGp,N,2
Hozier,Take Me To Church,spotify:track:1CS7Sd1u5tWkstBhpssyjP,N,5
Taylor Swift,Style,spotify:track:6AwzJhjqEFfl3Sm9OHFSnk,N,3
Alessia Cara,Here,spotify:track:5zUQZjVB6bfewBXWqsP9PY,N,4
Sam Smith,"Writing's On The Wall - From ""Spectre"" Soundtrack",spotify:track:1PWnAEQcbwQwK759otUbta,N,5
David Guetta,Bang My Head (feat. Sia & Fetty Wap),spotify:track:53Y0kdCa1CZ9gRqEuknfwy,N,4
Meek Mill,All Eyes on You (feat. Chris Brown & Nicki Minaj),spotify:track:42zd6DYQ4o4SECmTITrM1U,N,1
Big Sean,I Don't Fuck With You,spotify:track:7FYH5AW3bVfZHJIQpq3UOA,N,4
Kygo,Firestone,spotify:track:4gek9UL5WceAq1qiZlhmGM,N,5
Drake,Jumpman,spotify:track:6QEczIRLtkmK00boGxIARI,N,1
Petit Biscuit,Sunset Lover,spotify:track:3WRQUvzRvBDr4AxMWhXc5E,N,5
Shawn Mendes,Stitches,spotify:track:5jsw9uXEGuKyJzs0boZ1bT,N,4
Flo Rida,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",spotify:track:2S5LNtRVRPbXk01yRQ14sZ,N,2
Selena Gomez,The Heart Wants What It Wants,spotify:track:6wJwkMo278iWVlWl1XQ4WA,N,2
Jack Ü,Where Are Ü Now (with Justin Bieber),spotify:track:66hayvUbTotekKU3H4ta1f,N,4
Ellie Goulding,On My Mind,spotify:track:5a7NdkF09AfD0H607eiOkX,N,4
Bryson Tiller,Don't,spotify:track:5QDGKcQLqOJvoiu8eScEaM,N,1
Rich Homie Quan,"Flex (Ooh, Ooh, Ooh)",spotify:track:4T0ScSPdQKmGvruK7pavNP,N,4
Joel Adams,Please Don't Go,spotify:track:3cNjgVBKTJ1SvKhunrCdVy,N,4
Zedd,I Want You To Know,spotify:track:1JDIArrcepzWDTAWXdGYmP,N,2
Jonas Blue,Fast Car,spotify:track:1SN1vSPsr4V4tIUTR3s8YW,N,5
BØRNS,Electric Love,spotify:track:2GiJYvgVaD2HtM8GqD9EgQ,N,2
Sigala,Easy Love,spotify:track:2ZevdjjhVHnr1suESNGeDo,N,3
Justin Bieber,Sorry,spotify:track:09CtPGIpYB4BrO8qb1RGsF,N,4
Ariana Grande,One Last Time,spotify:track:7xoUc6faLbCqZO6fQEYprd,N,2
Little Mix,Black Magic,spotify:track:6rmXhRIemCTPyMYZRDN7Qg,N,4
One Direction,Perfect,spotify:track:3NLnwwAQbbFKcEcV8hDItk,N,4
Years & Years,Shine,spotify:track:0SjaL4cjD4PXOY4orbZSMZ,N,4
Meghan Trainor,Lips Are Movin,spotify:track:6gj08XDlv9Duc2fPOxUmVD,N,2
Nicky Jam,El Perdón - Forgiveness,spotify:track:7qCAVkHWZkF44OzOUKf8Cr,N,2
The Weeknd,Starboy,spotify:track:7MXVkk9YMctZqd1Srtv4MB,N,1
Drake,One Dance,spotify:track:1zi7xx7UVEFkmKfv06H8x0,N,4
Justin Bieber,Love Yourself,spotify:track:50kpGaPAhYJ3sGmk6vplg0,N,5
The Chainsmokers,Closer,spotify:track:7crMiinWx373rNBZBaVske,N,5
Adele,Hello,spotify:track:62PaSfnXSMyLshYJrlTuL3,N,5
Desiigner,Panda,spotify:track:5YEOzOojehCqxGQCcQiyR4,N,1
